
> src\renderer\data\quests.json:24291:    "id": 760,
  src\renderer\data\quests.json:26350:    },
  src\renderer\data\quests.json:26351:    "xp": 48,
> src\renderer\data\quests.json:26371:    "id": 825,
  src\renderer\data\quests.json:26372:    "code": "VFX-00825",
  src\renderer\data\quests.json:26373:    "title": {
  src\renderer\data\quests.json:26374:      "ru": "Simple composition: {} на фоне",
  src\renderer\data\quests.json:26375:      "en": "Simple composition: {} on background"
  src\renderer\data\quests.json:26376:    },
  src\renderer\data\quests.json:26377:    "category": "effects",
  src\renderer\data\quests.json:26378:    "difficulty": "novice",
  src\renderer\data\quests.json:26379:    "description": {
  src\renderer\data\quests.json:26380:      "ru": "Размести эффект в пространстве с учётом освещения. 1 кисть.",
  src\renderer\data\quests.json:26381:      "en": "Place effect in space considering lighting. Цифровые инструменты."
  src\renderer\data\quests.json:26382:    },
  src\renderer\data\quests.json:26383:    "xp": 67,
> src\renderer\data\quests.json:26403:    "id": 826,
  src\renderer\data\quests.json:26404:    "code": "STY-00826",
  src\renderer\data\quests.json:26405:    "title": {
  src\renderer\data\quests.json:26406:      "ru": "Silhouette: {} (readability)",
  src\renderer\data\quests.json:26407:      "en": "Silhouette: {} (readability)"
  src\renderer\data\quests.json:26408:    },
  src\renderer\data\quests.json:26409:    "category": "storytelling",
  src\renderer\data\quests.json:26410:    "difficulty": "novice",
  src\renderer\data\quests.json:26411:    "description": {
  src\renderer\data\quests.json:26412:      "ru": "Узнаётся ли объект/поза в чёрном контуре? без ластика.",
  src\renderer\data\quests.json:26413:      "en": "Can you recognize subject/pose in black silhouette? Бумага и карандаш."
  src\renderer\data\quests.json:26414:    },
  src\renderer\data\quests.json:26415:    "xp": 56,
> src\renderer\data\quests.json:26435:    "id": 827,
  src\renderer\data\quests.json:26436:    "code": "DRW-00827",
  src\renderer\data\quests.json:26437:    "title": {
  src\renderer\data\quests.json:26438:      "ru": "Value block-in: {} (3 тона)",
  src\renderer\data\quests.json:26439:      "en": "Value block-in: {} (3 tones)"
  src\renderer\data\quests.json:26440:    },
  src\renderer\data\quests.json:26441:    "category": "drawing",
  src\renderer\data\quests.json:26442:    "difficulty": "novice",
  src\renderer\data\quests.json:26443:    "description": {
  src\renderer\data\quests.json:26444:      "ru": "Раздели изображение на тёмный, средний и светлый тона. Работай на планшете.",
  src\renderer\data\quests.json:26445:      "en": "Divide the image into dark, mid, and light values. без blending."
  src\renderer\data\quests.json:26446:    },
  src\renderer\data\quests.json:26447:    "xp": 47,
> src\renderer\data\quests.json:26467:    "id": 828,
  src\renderer\data\quests.json:26468:    "code": "VFX-00828",
  src\renderer\data\quests.json:26469:    "title": {
  src\renderer\data\quests.json:26470:      "ru": "Timing: {} (buildup/decay)",
  src\renderer\data\quests.json:26471:      "en": "Timing: {} (buildup/decay)"
  src\renderer\data\quests.json:26472:    },
  src\renderer\data\quests.json:26473:    "category": "effects",
  src\renderer\data\quests.json:26474:    "difficulty": "novice",
  src\renderer\data\quests.json:26475:    "description": {
  src\renderer\data\quests.json:26476:      "ru": "Как эффект набирает силу и затухает во времени. 5 цветов.",
  src\renderer\data\quests.json:26477:      "en": "How effect builds up and decays over time."
  src\renderer\data\quests.json:26478:    },
  src\renderer\data\quests.json:26479:    "xp": 51,
> src\renderer\data\quests.json:26499:    "id": 829,
  src\renderer\data\quests.json:26500:    "code": "STY-00829",
  src\renderer\data\quests.json:26501:    "title": {
  src\renderer\data\quests.json:26502:      "ru": "Silhouette: {} (readability)",
  src\renderer\data\quests.json:26503:      "en": "Silhouette: {} (readability)"
  src\renderer\data\quests.json:26504:    },
  src\renderer\data\quests.json:26505:    "category": "storytelling",
  src\renderer\data\quests.json:26506:    "difficulty": "novice",
  src\renderer\data\quests.json:26507:    "description": {
  src\renderer\data\quests.json:26508:      "ru": "Узнаётся ли объект/поза в чёрном контуре? Бумага и карандаш.",
  src\renderer\data\quests.json:26509:      "en": "Can you recognize subject/pose in black silhouette? 3 тона."
  src\renderer\data\quests.json:26510:    },
  src\renderer\data\quests.json:26511:    "xp": 44,
> src\renderer\data\quests.json:26531:    "id": 830,
  src\renderer\data\quests.json:26532:    "code": "DRW-00830",
  src\renderer\data\quests.json:26533:    "title": {
  src\renderer\data\quests.json:26534:      "ru": "Gesture sketch: {} (37 сек)",
  src\renderer\data\quests.json:26535:      "en": "Gesture sketch: {} (37 sec)"
  src\renderer\data\quests.json:26536:    },
  src\renderer\data\quests.json:26537:    "category": "drawing",
  src\renderer\data\quests.json:26538:    "difficulty": "novice",
  src\renderer\data\quests.json:26539:    "description": {
  src\renderer\data\quests.json:26540:      "ru": "Захвати линию действия и энергию формы. Скорость важнее деталей. без референса.",
  src\renderer\data\quests.json:26541:      "en": "Capture line of action and form energy. Speed over details. Используй любые материалы."
  src\renderer\data\quests.json:26542:    },
  src\renderer\data\quests.json:26543:    "xp": 61,
> src\renderer\data\quests.json:26563:    "id": 831,
  src\renderer\data\quests.json:26564:    "code": "VFX-00831",
  src\renderer\data\quests.json:26565:    "title": {
  src\renderer\data\quests.json:26566:      "ru": "Basic effect shape: {}",
  src\renderer\data\quests.json:26567:      "en": "Basic effect shape: {}"
  src\renderer\data\quests.json:26568:    },
  src\renderer\data\quests.json:26569:    "category": "effects",
  src\renderer\data\quests.json:26570:    "difficulty": "novice",
  src\renderer\data\quests.json:26571:    "description": {
  src\renderer\data\quests.json:26572:      "ru": "Силуэт, направление энергии, основные массы эффекта. Можно карандаш или планшет.",
  src\renderer\data\quests.json:26573:      "en": "Silhouette, energy direction, main masses of effect. с таймером."
  src\renderer\data\quests.json:26574:    },
  src\renderer\data\quests.json:26575:    "xp": 65,
> src\renderer\data\quests.json:26595:    "id": 832,
  src\renderer\data\quests.json:26596:    "code": "STY-00832",
  src\renderer\data\quests.json:26597:    "title": {
  src\renderer\data\quests.json:26598:      "ru": "Framing: {} (rule of thirds)",
  src\renderer\data\quests.json:26599:      "en": "Framing: {} (rule of thirds)"
  src\renderer\data\quests.json:26600:    },
  src\renderer\data\quests.json:26601:    "category": "storytelling",
  src\renderer\data\quests.json:26602:    "difficulty": "novice",
  src\renderer\data\quests.json:26603:    "description": {
  src\renderer\data\quests.json:26604:      "ru": "Размести объект в сильных точках пересечения линий. Используй любые материалы.",
  src\renderer\data\quests.json:26605:      "en": "Place subject at strong line intersection points. Используй любые материалы."
  src\renderer\data\quests.json:26606:    },
  src\renderer\data\quests.json:26607:    "xp": 56,
> src\renderer\data\quests.json:26627:    "id": 833,
  src\renderer\data\quests.json:26628:    "code": "DRW-00833",
  src\renderer\data\quests.json:26629:    "title": {
  src\renderer\data\quests.json:26630:      "ru": "Contour drawing: {} (blind)",
  src\renderer\data\quests.json:26631:      "en": "Contour drawing: {} (blind)"
  src\renderer\data\quests.json:26632:    },
  src\renderer\data\quests.json:26633:    "category": "drawing",
  src\renderer\data\quests.json:26634:    "difficulty": "novice",
  src\renderer\data\quests.json:26635:    "description": {
  src\renderer\data\quests.json:26636:      "ru": "Рисуй не глядя на лист. Зрительно-моторная координация. одним инструментом.",
  src\renderer\data\quests.json:26637:      "en": "Draw without looking at paper. Hand-eye coordination. Бумага и карандаш."
  src\renderer\data\quests.json:26638:    },
  src\renderer\data\quests.json:26639:    "xp": 70,
> src\renderer\data\quests.json:26659:    "id": 834,
  src\renderer\data\quests.json:26660:    "code": "VFX-00834",
  src\renderer\data\quests.json:26661:    "title": {
  src\renderer\data\quests.json:26662:      "ru": "Basic effect shape: {}",
  src\renderer\data\quests.json:26663:      "en": "Basic effect shape: {}"
  src\renderer\data\quests.json:26664:    },
  src\renderer\data\quests.json:26665:    "category": "effects",
  src\renderer\data\quests.json:26666:    "difficulty": "novice",
  src\renderer\data\quests.json:26667:    "description": {
  src\renderer\data\quests.json:26668:      "ru": "Силуэт, направление энергии, основные массы эффекта.",
  src\renderer\data\quests.json:26669:      "en": "Silhouette, energy direction, main masses of effect."
  src\renderer\data\quests.json:26670:    },
  src\renderer\data\quests.json:26671:    "xp": 47,
> src\renderer\data\quests.json:26691:    "id": 835,
  src\renderer\data\quests.json:26692:    "code": "STY-00835",
  src\renderer\data\quests.json:26693:    "title": {
  src\renderer\data\quests.json:26694:      "ru": "Shot type: {} (wide/medium/close)",
  src\renderer\data\quests.json:26695:      "en": "Shot type: {} (wide/medium/close)"
  src\renderer\data\quests.json:26696:    },
  src\renderer\data\quests.json:26697:    "category": "storytelling",
  src\renderer\data\quests.json:26698:    "difficulty": "novice",
  src\renderer\data\quests.json:26699:    "description": {
  src\renderer\data\quests.json:26700:      "ru": "Выбери дистанцию камеры для передачи масштаба или эмоции. Работай на планшете.",
  src\renderer\data\quests.json:26701:      "en": "Choose camera distance to convey scale or emotion. Работай на планшете."
  src\renderer\data\quests.json:26702:    },
  src\renderer\data\quests.json:26703:    "xp": 56,
> src\renderer\data\quests.json:26723:    "id": 836,
  src\renderer\data\quests.json:26724:    "code": "DRW-00836",
  src\renderer\data\quests.json:26725:    "title": {
  src\renderer\data\quests.json:26726:      "ru": "Line quality: {} (прямые/кривые)",
  src\renderer\data\quests.json:26727:      "en": "Line quality: {} (straight/curved)"
  src\renderer\data\quests.json:26728:    },
  src\renderer\data\quests.json:26729:    "category": "drawing",
  src\renderer\data\quests.json:26730:    "difficulty": "novice",
  src\renderer\data\quests.json:26731:    "description": {
  src\renderer\data\quests.json:26732:      "ru": "Чистые, уверенные линии. Без штриховки и растушёвки.",
  src\renderer\data\quests.json:26733:      "en": "Clean, confident lines. No hatching or blending."
  src\renderer\data\quests.json:26734:    },
  src\renderer\data\quests.json:26735:    "xp": 69,
> src\renderer\data\quests.json:26755:    "id": 837,
  src\renderer\data\quests.json:26756:    "code": "VFX-00837",
  src\renderer\data\quests.json:26757:    "title": {
  src\renderer\data\quests.json:26758:      "ru": "Final FX shot: {} (full pipeline)",
  src\renderer\data\quests.json:26759:      "en": "Final FX shot: {} (full pipeline)"
  src\renderer\data\quests.json:26760:    },
  src\renderer\data\quests.json:26761:    "category": "effects",
  src\renderer\data\quests.json:26762:    "difficulty": "expert",
  src\renderer\data\quests.json:26763:    "description": {
  src\renderer\data\quests.json:26764:      "ru": "От референса до композита: тайминг, слои, свет, полировка. Работай на планшете.",
  src\renderer\data\quests.json:26765:      "en": "From ref to composite: timing, layers, light, polish. Работай на планшете."
  src\renderer\data\quests.json:26766:    },
  src\renderer\data\quests.json:26767:    "xp": 367,
> src\renderer\data\quests.json:26787:    "id": 838,
  src\renderer\data\quests.json:26788:    "code": "STY-00838",
  src\renderer\data\quests.json:26789:    "title": {
  src\renderer\data\quests.json:26790:      "ru": "Simple layout: {} (2-3 panels)",
  src\renderer\data\quests.json:26791:      "en": "Simple layout: {} (2-3 panels)"
  src\renderer\data\quests.json:26792:    },
  src\renderer\data\quests.json:26793:    "category": "storytelling",
  src\renderer\data\quests.json:26794:    "difficulty": "novice",
  src\renderer\data\quests.json:26795:    "description": {
  src\renderer\data\quests.json:26796:      "ru": "Базовая последовательность: установка, действие, реакция. Можно карандаш или планшет.",
  src\renderer\data\quests.json:26797:      "en": "Basic sequence: setup, action, reaction. Можно карандаш или планшет."
  src\renderer\data\quests.json:26798:    },
  src\renderer\data\quests.json:26799:    "xp": 68,
> src\renderer\data\quests.json:26819:    "id": 839,
  src\renderer\data\quests.json:26820:    "code": "DRW-00839",
  src\renderer\data\quests.json:26821:    "title": {
  src\renderer\data\quests.json:26822:      "ru": "Portfolio piece: {} (проф уровень)",
  src\renderer\data\quests.json:26823:      "en": "Portfolio piece: {} (pro level)"
  src\renderer\data\quests.json:26824:    },
  src\renderer\data\quests.json:26825:    "category": "drawing",
  src\renderer\data\quests.json:26826:    "difficulty": "expert",
  src\renderer\data\quests.json:26827:    "description": {
  src\renderer\data\quests.json:26828:      "ru": "Финальная работа для портфолио. Чистота, цельность. 1 кисть.",
  src\renderer\data\quests.json:26829:      "en": "Final portfolio work. Cleanliness, wholeness. 1 кисть."
  src\renderer\data\quests.json:26830:    },
  src\renderer\data\quests.json:26831:    "xp": 363,
> src\renderer\data\quests.json:26851:    "id": 840,
  src\renderer\data\quests.json:26852:    "code": "VFX-00840",
  src\renderer\data\quests.json:26853:    "title": {
  src\renderer\data\quests.json:26854:      "ru": "Simple composition: {} на фоне",
  src\renderer\data\quests.json:26855:      "en": "Simple composition: {} on background"
  src\renderer\data\quests.json:26856:    },
  src\renderer\data\quests.json:26857:    "category": "effects",
  src\renderer\data\quests.json:26858:    "difficulty": "novice",
  src\renderer\data\quests.json:26859:    "description": {
  src\renderer\data\quests.json:26860:      "ru": "Размести эффект в пространстве с учётом освещения.",
  src\renderer\data\quests.json:26861:      "en": "Place effect in space considering lighting. без ctrl+z."
  src\renderer\data\quests.json:26862:    },
  src\renderer\data\quests.json:26863:    "xp": 61,
> src\renderer\data\quests.json:26883:    "id": 841,
  src\renderer\data\quests.json:26884:    "code": "STY-00841",
  src\renderer\data\quests.json:26885:    "title": {
  src\renderer\data\quests.json:26886:      "ru": "Visual metaphor: {} (symbolism)",
  src\renderer\data\quests.json:26887:      "en": "Visual metaphor: {} (symbolism)"
  src\renderer\data\quests.json:26888:    },
  src\renderer\data\quests.json:26889:    "category": "storytelling",
  src\renderer\data\quests.json:26890:    "difficulty": "expert",
  src\renderer\data\quests.json:26891:    "description": {
  src\renderer\data\quests.json:26892:      "ru": "Передай абстрактную идею через визуальную метафору. без референса.",
  src\renderer\data\quests.json:26893:      "en": "Convey abstract idea through visual metaphor."
  src\renderer\data\quests.json:26894:    },
  src\renderer\data\quests.json:26895:    "xp": 329,
> src\renderer\data\quests.json:26915:    "id": 842,
  src\renderer\data\quests.json:26916:    "code": "DRW-00842",
  src\renderer\data\quests.json:26917:    "title": {
  src\renderer\data\quests.json:26918:      "ru": "Primitives: {} из базовых форм",
  src\renderer\data\quests.json:26919:      "en": "Primitives: {} from basic shapes"
  src\renderer\data\quests.json:26920:    },
  src\renderer\data\quests.json:26921:    "category": "drawing",
  src\renderer\data\quests.json:26922:    "difficulty": "novice",
  src\renderer\data\quests.json:26923:    "description": {
  src\renderer\data\quests.json:26924:      "ru": "Разбей объект на сферы, кубы, цилиндры. Почувствуй объём. без ограничений.",
  src\renderer\data\quests.json:26925:      "en": "Break object into spheres, cubes, cylinders. Feel the volume. Выбери удобную технику."
  src\renderer\data\quests.json:26926:    },
  src\renderer\data\quests.json:26927:    "xp": 49,
> src\renderer\data\quests.json:26947:    "id": 843,
  src\renderer\data\quests.json:26948:    "code": "VFX-00843",
  src\renderer\data\quests.json:26949:    "title": {
  src\renderer\data\quests.json:26950:      "ru": "FX direction: {} (focus control)",
  src\renderer\data\quests.json:26951:      "en": "FX direction: {} (focus control)"
  src\renderer\data\quests.json:26952:    },
  src\renderer\data\quests.json:26953:    "category": "effects",
  src\renderer\data\quests.json:26954:    "difficulty": "expert",
  src\renderer\data\quests.json:26955:    "description": {
  src\renderer\data\quests.json:26956:      "ru": "Управляй вниманием зрителя через масштаб, цвет и движение. Можно карандаш или планшет.",
  src\renderer\data\quests.json:26957:      "en": "Control viewer attention via scale, color, motion."
  src\renderer\data\quests.json:26958:    },
  src\renderer\data\quests.json:26959:    "xp": 550,
> src\renderer\data\quests.json:26979:    "id": 844,
  src\renderer\data\quests.json:26980:    "code": "STY-00844",
  src\renderer\data\quests.json:26981:    "title": {
  src\renderer\data\quests.json:26982:      "ru": "Leading lines: {} to focus",
  src\renderer\data\quests.json:26983:      "en": "Leading lines: {} to focus"
  src\renderer\data\quests.json:26984:    },
  src\renderer\data\quests.json:26985:    "category": "storytelling",
  src\renderer\data\quests.json:26986:    "difficulty": "novice",
  src\renderer\data\quests.json:26987:    "description": {
  src\renderer\data\quests.json:26988:      "ru": "Направь взгляд зрителя через архитектуру, свет или позы. без референса.",
  src\renderer\data\quests.json:26989:      "en": "Direct viewer's eye via architecture, light, or poses."
  src\renderer\data\quests.json:26990:    },
  src\renderer\data\quests.json:26991:    "xp": 66,
> src\renderer\data\quests.json:27011:    "id": 845,
  src\renderer\data\quests.json:27012:    "code": "DRW-00845",
  src\renderer\data\quests.json:27013:    "title": {
  src\renderer\data\quests.json:27014:      "ru": "Atmospheric perspective: {}",
  src\renderer\data\quests.json:27015:      "en": "Atmospheric perspective: {}"
  src\renderer\data\quests.json:27016:    },
  src\renderer\data\quests.json:27017:    "category": "drawing",
  src\renderer\data\quests.json:27018:    "difficulty": "expert",
  src\renderer\data\quests.json:27019:    "description": {
  src\renderer\data\quests.json:27020:      "ru": "Глубина через воздушную перспективу: контраст, цвет, размытие. Работай на планшете.",
  src\renderer\data\quests.json:27021:      "en": "Depth via atmospheric perspective: contrast, color, blur. без ctrl+z."
  src\renderer\data\quests.json:27022:    },
  src\renderer\data\quests.json:27023:    "xp": 487,
> src\renderer\data\quests.json:27043:    "id": 846,
  src\renderer\data\quests.json:27044:    "code": "VFX-00846",
  src\renderer\data\quests.json:27045:    "title": {
  src\renderer\data\quests.json:27046:      "ru": "Basic effect shape: {}",
  src\renderer\data\quests.json:27047:      "en": "Basic effect shape: {}"
  src\renderer\data\quests.json:27048:    },
  src\renderer\data\quests.json:27049:    "category": "effects",
  src\renderer\data\quests.json:27050:    "difficulty": "novice",
  src\renderer\data\quests.json:27051:    "description": {
  src\renderer\data\quests.json:27052:      "ru": "Силуэт, направление энергии, основные массы эффекта. Используй любые материалы.",
  src\renderer\data\quests.json:27053:      "en": "Silhouette, energy direction, main masses of effect. Используй любые материалы."
  src\renderer\data\quests.json:27054:    },
  src\renderer\data\quests.json:27055:    "xp": 64,
> src\renderer\data\quests.json:27075:    "id": 847,
  src\renderer\data\quests.json:27076:    "code": "STY-00847",
  src\renderer\data\quests.json:27077:    "title": {
  src\renderer\data\quests.json:27078:      "ru": "Opening scene: {} (hook)",
  src\renderer\data\quests.json:27079:      "en": "Opening scene: {} (hook)"
  src\renderer\data\quests.json:27080:    },
  src\renderer\data\quests.json:27081:    "category": "storytelling",
  src\renderer\data\quests.json:27082:    "difficulty": "expert",
  src\renderer\data\quests.json:27083:    "description": {
  src\renderer\data\quests.json:27084:      "ru": "Первые 3-5 кадров, которые захватывают внимание зрителя. Выбери удобную технику.",
  src\renderer\data\quests.json:27085:      "en": "First 3-5 frames that grab viewer's attention. Выбери удобную технику."
  src\renderer\data\quests.json:27086:    },
  src\renderer\data\quests.json:27087:    "xp": 490,
> src\renderer\data\quests.json:27107:    "id": 848,
  src\renderer\data\quests.json:27108:    "code": "DRW-00848",
  src\renderer\data\quests.json:27109:    "title": {
  src\renderer\data\quests.json:27110:      "ru": "Primitives: {} из базовых форм",
  src\renderer\data\quests.json:27111:      "en": "Primitives: {} from basic shapes"
  src\renderer\data\quests.json:27112:    },
  src\renderer\data\quests.json:27113:    "category": "drawing",
  src\renderer\data\quests.json:27114:    "difficulty": "novice",
  src\renderer\data\quests.json:27115:    "description": {
  src\renderer\data\quests.json:27116:      "ru": "Разбей объект на сферы, кубы, цилиндры. Почувствуй объём.",
  src\renderer\data\quests.json:27117:      "en": "Break object into spheres, cubes, cylinders. Feel the volume."
  src\renderer\data\quests.json:27118:    },
  src\renderer\data\quests.json:27119:    "xp": 66,
> src\renderer\data\quests.json:27139:    "id": 849,
  src\renderer\data\quests.json:27140:    "code": "VFX-00849",
  src\renderer\data\quests.json:27141:    "title": {
  src\renderer\data\quests.json:27142:      "ru": "FX direction: {} (focus control)",
  src\renderer\data\quests.json:27143:      "en": "FX direction: {} (focus control)"
  src\renderer\data\quests.json:27144:    },
  src\renderer\data\quests.json:27145:    "category": "effects",
  src\renderer\data\quests.json:27146:    "difficulty": "expert",
  src\renderer\data\quests.json:27147:    "description": {
  src\renderer\data\quests.json:27148:      "ru": "Управляй вниманием зрителя через масштаб, цвет и движение.",
  src\renderer\data\quests.json:27149:      "en": "Control viewer attention via scale, color, motion."
  src\renderer\data\quests.json:27150:    },
  src\renderer\data\quests.json:27151:    "xp": 460,
> src\renderer\data\quests.json:27171:    "id": 850,
  src\renderer\data\quests.json:27172:    "code": "STY-00850",
  src\renderer\data\quests.json:27173:    "title": {
  src\renderer\data\quests.json:27174:      "ru": "Simple layout: {} (2-3 panels)",
  src\renderer\data\quests.json:27175:      "en": "Simple layout: {} (2-3 panels)"
  src\renderer\data\quests.json:27176:    },
  src\renderer\data\quests.json:27177:    "category": "storytelling",
  src\renderer\data\quests.json:27178:    "difficulty": "novice",
  src\renderer\data\quests.json:27179:    "description": {
  src\renderer\data\quests.json:27180:      "ru": "Базовая последовательность: установка, действие, реакция. Выбери удобную технику.",
  src\renderer\data\quests.json:27181:      "en": "Basic sequence: setup, action, reaction. без ограничений."
  src\renderer\data\quests.json:27182:    },
  src\renderer\data\quests.json:27183:    "xp": 67,
> src\renderer\data\quests.json:27203:    "id": 851,
  src\renderer\data\quests.json:27204:    "code": "DRW-00851",
  src\renderer\data\quests.json:27205:    "title": {
  src\renderer\data\quests.json:27206:      "ru": "Multi-element scene: {}",
  src\renderer\data\quests.json:27207:      "en": "Multi-element scene: {}"
  src\renderer\data\quests.json:27208:    },
  src\renderer\data\quests.json:27209:    "category": "drawing",
  src\renderer\data\quests.json:27210:    "difficulty": "expert",
  src\renderer\data\quests.json:27211:    "description": {
  src\renderer\data\quests.json:27212:      "ru": "Сложная сцена с несколькими объектами. Композиция, перспектива. без ctrl+z.",
  src\renderer\data\quests.json:27213:      "en": "Complex scene with multiple objects. Composition, perspective. Работай на планшете."
  src\renderer\data\quests.json:27214:    },
  src\renderer\data\quests.json:27215:    "xp": 431,
> src\renderer\data\quests.json:27235:    "id": 852,
  src\renderer\data\quests.json:27236:    "code": "VFX-00852",
  src\renderer\data\quests.json:27237:    "title": {
  src\renderer\data\quests.json:27238:      "ru": "Energy flow: {} (source → dissipation)",
  src\renderer\data\quests.json:27239:      "en": "Energy flow: {} (source → dissipation)"
  src\renderer\data\quests.json:27240:    },
  src\renderer\data\quests.json:27241:    "category": "effects",
  src\renderer\data\quests.json:27242:    "difficulty": "novice",
  src\renderer\data\quests.json:27243:    "description": {
  src\renderer\data\quests.json:27244:      "ru": "Визуализируй движение силы через пространство.",
  src\renderer\data\quests.json:27245:      "en": "Visualize force movement through space. Используй любые материалы."
  src\renderer\data\quests.json:27246:    },
  src\renderer\data\quests.json:27247:    "xp": 70,
> src\renderer\data\quests.json:27267:    "id": 853,
  src\renderer\data\quests.json:27268:    "code": "STY-00853",
  src\renderer\data\quests.json:27269:    "title": {
  src\renderer\data\quests.json:27270:      "ru": "Production brief: {} (pipeline ready)",
  src\renderer\data\quests.json:27271:      "en": "Production brief: {} (pipeline ready)"
  src\renderer\data\quests.json:27272:    },
  src\renderer\data\quests.json:27273:    "category": "storytelling",
  src\renderer\data\quests.json:27274:    "difficulty": "expert",
  src\renderer\data\quests.json:27275:    "description": {
  src\renderer\data\quests.json:27276:      "ru": "Работа по индустриальным стандартам: формат, слои, экспорт.",
  src\renderer\data\quests.json:27277:      "en": "Industry standards work: format, layers, export."
  src\renderer\data\quests.json:27278:    },
  src\renderer\data\quests.json:27279:    "xp": 516,
> src\renderer\data\quests.json:27299:    "id": 854,
  src\renderer\data\quests.json:27300:    "code": "DRW-00854",
  src\renderer\data\quests.json:27301:    "title": {
  src\renderer\data\quests.json:27302:      "ru": "Contour drawing: {} (blind)",
  src\renderer\data\quests.json:27303:      "en": "Contour drawing: {} (blind)"
  src\renderer\data\quests.json:27304:    },
  src\renderer\data\quests.json:27305:    "category": "drawing",
  src\renderer\data\quests.json:27306:    "difficulty": "novice",
  src\renderer\data\quests.json:27307:    "description": {
  src\renderer\data\quests.json:27308:      "ru": "Рисуй не глядя на лист. Зрительно-моторная координация. без растушёвки.",
  src\renderer\data\quests.json:27309:      "en": "Draw without looking at paper. Hand-eye coordination. без растушёвки."
  src\renderer\data\quests.json:27310:    },
  src\renderer\data\quests.json:27311:    "xp": 59,
> src\renderer\data\quests.json:27331:    "id": 855,
  src\renderer\data\quests.json:27332:    "code": "VFX-00855",
  src\renderer\data\quests.json:27333:    "title": {
  src\renderer\data\quests.json:27334:      "ru": "Multi-FX scene: {}",
  src\renderer\data\quests.json:27335:      "en": "Multi-FX scene: {}"
  src\renderer\data\quests.json:27336:    },
  src\renderer\data\quests.json:27337:    "category": "effects",
  src\renderer\data\quests.json:27338:    "difficulty": "expert",
  src\renderer\data\quests.json:27339:    "description": {
  src\renderer\data\quests.json:27340:      "ru": "Взаимодействие разных эффектов без визуального шума. 5 цветов.",
  src\renderer\data\quests.json:27341:      "en": "Multiple effects interacting without visual noise. 5 цветов."
  src\renderer\data\quests.json:27342:    },
  src\renderer\data\quests.json:27343:    "xp": 332,
> src\renderer\data\quests.json:27363:    "id": 856,
  src\renderer\data\quests.json:27364:    "code": "STY-00856",
  src\renderer\data\quests.json:27365:    "title": {
  src\renderer\data\quests.json:27366:      "ru": "Simple layout: {} (2-3 panels)",
  src\renderer\data\quests.json:27367:      "en": "Simple layout: {} (2-3 panels)"
  src\renderer\data\quests.json:27368:    },
  src\renderer\data\quests.json:27369:    "category": "storytelling",
  src\renderer\data\quests.json:27370:    "difficulty": "novice",
  src\renderer\data\quests.json:27371:    "description": {
  src\renderer\data\quests.json:27372:      "ru": "Базовая последовательность: установка, действие, реакция. без ограничений.",
  src\renderer\data\quests.json:27373:      "en": "Basic sequence: setup, action, reaction. Можно карандаш или планшет."
  src\renderer\data\quests.json:27374:    },
  src\renderer\data\quests.json:27375:    "xp": 67,
> src\renderer\data\quests.json:27395:    "id": 857,
  src\renderer\data\quests.json:27396:    "code": "DRW-00857",
  src\renderer\data\quests.json:27397:    "title": {
  src\renderer\data\quests.json:27398:      "ru": "Portfolio piece: {} (проф уровень)",
  src\renderer\data\quests.json:27399:      "en": "Portfolio piece: {} (pro level)"
  src\renderer\data\quests.json:27400:    },
  src\renderer\data\quests.json:27401:    "category": "drawing",
  src\renderer\data\quests.json:27402:    "difficulty": "expert",
  src\renderer\data\quests.json:27403:    "description": {
  src\renderer\data\quests.json:27404:      "ru": "Финальная работа для портфолио. Чистота, цельность. Работай на планшете.",
  src\renderer\data\quests.json:27405:      "en": "Final portfolio work. Cleanliness, wholeness."
  src\renderer\data\quests.json:27406:    },
  src\renderer\data\quests.json:27407:    "xp": 327,
> src\renderer\data\quests.json:27427:    "id": 858,
  src\renderer\data\quests.json:27428:    "code": "VFX-00858",
  src\renderer\data\quests.json:27429:    "title": {
  src\renderer\data\quests.json:27430:      "ru": "Reference copy: {} (shape)",
  src\renderer\data\quests.json:27431:      "en": "Reference copy: {} (shape)"
  src\renderer\data\quests.json:27432:    },
  src\renderer\data\quests.json:27433:    "category": "effects",
  src\renderer\data\quests.json:27434:    "difficulty": "novice",
  src\renderer\data\quests.json:27435:    "description": {
  src\renderer\data\quests.json:27436:      "ru": "Точно воспроизведи наблюдаемый эффект без упрощений. без ограничений.",
  src\renderer\data\quests.json:27437:      "en": "Accurately reproduce observed effect without simplification."
  src\renderer\data\quests.json:27438:    },
  src\renderer\data\quests.json:27439:    "xp": 68,
> src\renderer\data\quests.json:27459:    "id": 859,
  src\renderer\data\quests.json:27460:    "code": "STY-00859",
  src\renderer\data\quests.json:27461:    "title": {
  src\renderer\data\quests.json:27462:      "ru": "Production brief: {} (pipeline ready)",
  src\renderer\data\quests.json:27463:      "en": "Production brief: {} (pipeline ready)"
  src\renderer\data\quests.json:27464:    },
  src\renderer\data\quests.json:27465:    "category": "storytelling",
  src\renderer\data\quests.json:27466:    "difficulty": "expert",
  src\renderer\data\quests.json:27467:    "description": {
  src\renderer\data\quests.json:27468:      "ru": "Работа по индустриальным стандартам: формат, слои, экспорт.",
  src\renderer\data\quests.json:27469:      "en": "Industry standards work: format, layers, export."
  src\renderer\data\quests.json:27470:    },
  src\renderer\data\quests.json:27471:    "xp": 417,
